yearid,Level of Data,Subject,DenominatorType,District,Discode,School,Schcode,Grade,NumberStudents,plevel1,plevel2,plevel3,plevel4,pAboveprof,pBelowProf,AvgScore
2022,sch,mat,Regular,Berlin,51,Berlin Elementary School,27035,5,70 - 75,19,30,30,22,51,49,488
2022,sch,rea,Regular,Berlin,51,Berlin Elementary School,27035,0,210 - 215,45,16,26,13,39,61,
2022,sch,rea,Regular,Berlin,51,Berlin Elementary School,27035,3,65 - 70,70,< 10 %,< 10 %,12,21,79,546
2022,sch,rea,Regular,Berlin,51,Berlin Elementary School,27035,4,70 - 75,37,22,23,18,41,59,589
2022,sch,rea,Regular,Berlin,51,Berlin Elementary School,27035,5,70 - 75,30,18,45,< 10 %,53,47,614
2022,sch,sci,Regular,Berlin,51,Berlin Elementary School,27035,0,70 - 75,49,20,24,< 10 %,31,69,
2022,sch,sci,Regular,Berlin,51,Berlin Elementary School,27035,5,70 - 75,49,20,24,< 10 %,31,69,545
2022,sch,mat,Regular,Bethlehem,53,Bethlehem Elementary School,21400,0,70 - 75,14,30,34,21,56,44,
2022,sch,mat,Regular,Bethlehem,53,Bethlehem Elementary School,21400,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Bethlehem,53,Bethlehem Elementary School,21400,4,25 - 30,15,41,30,15,44,56,455
2022,sch,mat,Regular,Bethlehem,53,Bethlehem Elementary School,21400,5,20 - 25,10,25,45,20,65,35,498
2022,sch,mat,Regular,Bethlehem,53,Bethlehem Elementary School,21400,6,44849,21,14,21,43,64,36,536
2022,sch,rea,Regular,Bethlehem,53,Bethlehem Elementary School,21400,0,70 - 75,18,20,31,31,62,38,
2022,sch,rea,Regular,Bethlehem,53,Bethlehem Elementary School,21400,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Bethlehem,53,Bethlehem Elementary School,21400,4,25 - 30,19,15,22,44,67,33,615
2022,sch,rea,Regular,Bethlehem,53,Bethlehem Elementary School,21400,5,20 - 25,15,15,45,25,70,30,638
2022,sch,rea,Regular,Bethlehem,53,Bethlehem Elementary School,21400,6,44849,14,21,36,29,64,36,654
2022,sch,sci,Regular,Bethlehem,53,Bethlehem Elementary School,21400,0,20 - 25,15,35,35,15,50,50,
2022,sch,sci,Regular,Bethlehem,53,Bethlehem Elementary School,21400,5,20 - 25,15,35,35,15,50,50,555
2022,sch,mat,Regular,Bow,57,Bow Memorial School,20675,0,510 - 515,24,34,23,19,43,57,
2022,sch,mat,Regular,Bow,57,Bow Memorial School,20675,5,110 - 115,25,26,20,29,49,51,494
2022,sch,mat,Regular,Bow,57,Bow Memorial School,20675,6,100 - 105,13,30,34,23,57,43,526
2022,sch,mat,Regular,Bow,57,Bow Memorial School,20675,7,150 - 155,28,31,21,20,41,59,539
2022,sch,mat,Regular,Bow,57,Bow Memorial School,20675,8,140 - 145,26,45,21,< 10 %,29,71,568
2022,sch,rea,Regular,Bow,57,Bow Memorial School,20675,0,505 - 510,15,24,42,19,60,40,
2022,sch,rea,Regular,Bow,57,Bow Memorial School,20675,5,110 - 115,20,15,37,28,65,35,633
2022,sch,rea,Regular,Bow,57,Bow Memorial School,20675,6,100 - 105,< 10 %,17,48,30,78,22,669
2022,sch,rea,Regular,Bow,57,Bow Memorial School,20675,7,150 - 155,15,32,43,11,54,46,648
2022,sch,rea,Regular,Bow,57,Bow Memorial School,20675,8,140 - 145,19,29,39,13,52,48,661
2022,sch,sci,Regular,Bow,57,Bow Memorial School,20675,0,250 - 255,37,21,24,17,42,58,
2022,sch,sci,Regular,Bow,57,Bow Memorial School,20675,5,110 - 115,29,19,29,23,52,48,554
2022,sch,sci,Regular,Bow,57,Bow Memorial School,20675,8,140 - 145,44,23,21,13,34,66,849
2022,sch,mat,Regular,Bow,57,Bow Elementary School,20680,0,205 - 210,12,17,31,41,71,29,
2022,sch,mat,Regular,Bow,57,Bow Elementary School,20680,3,105 - 110,15,19,32,33,66,34,441
2022,sch,mat,Regular,Bow,57,Bow Elementary School,20680,4,100 - 105,< 10 %,14,29,48,77,23,483
2022,sch,rea,Regular,Bow,57,Bow Elementary School,20680,0,205 - 210,21,18,27,33,61,39,
2022,sch,rea,Regular,Bow,57,Bow Elementary School,20680,3,105 - 110,20,22,31,27,58,42,585
2022,sch,rea,Regular,Bow,57,Bow Elementary School,20680,4,100 - 105,22,14,23,40,63,37,620
2022,sch,mat,Regular,Bow,57,Bow High School,27375,0,140 - 145,18,39,29,14,43,57,
2022,sch,mat,Regular,Bow,57,Bow High School,27375,11,140 - 145,18,39,29,14,43,57,514
2022,sch,rea,Regular,Bow,57,Bow High School,27375,0,140 - 145,13,19,47,22,69,31,
2022,sch,rea,Regular,Bow,57,Bow High School,27375,11,140 - 145,13,19,47,22,69,31,533
2022,sch,sci,Regular,Bow,57,Bow High School,27375,0,135 - 140,40,19,31,< 10 %,41,59,
2022,sch,sci,Regular,Bow,57,Bow High School,27375,11,135 - 140,40,19,31,< 10 %,41,59,1151
2022,sch,mat,Regular,Brentwood,63,Swasey Central School ,20555,0,135 - 140,< 10 %,22,36,33,69,31,
2022,sch,mat,Regular,Brentwood,63,Swasey Central School ,20555,3,45 - 50,< 10 %,20,38,40,78,22,451
2022,sch,mat,Regular,Brentwood,63,Swasey Central School ,20555,4,35 - 40,15,36,41,< 10 %,49,51,458
2022,sch,mat,Regular,Brentwood,63,Swasey Central School ,20555,5,50 - 55,11,13,30,45,75,25,511
2022,sch,rea,Regular,Brentwood,63,Swasey Central School ,20555,0,135 - 140,< 10 %,10,38,45,83,17,
2022,sch,rea,Regular,Brentwood,63,Swasey Central School ,20555,3,45 - 50,< 10 %,18,33,42,76,24,609
2022,sch,rea,Regular,Brentwood,63,Swasey Central School ,20555,4,35 - 40,13,11,47,29,76,24,620
2022,sch,rea,Regular,Brentwood,63,Swasey Central School ,20555,5,50 - 55,< 10 %,< 10 %,36,58,> 90 %,< 10 %,665
2022,sch,sci,Regular,Brentwood,63,Swasey Central School ,20555,0,50 - 55,< 10 %,20,30,46,76,24,
2022,sch,sci,Regular,Brentwood,63,Swasey Central School ,20555,5,50 - 55,< 10 %,20,30,46,76,24,562
2022,sch,mat,Regular,Brookline,71,Richard Maghakian Memorial School,21800,0,75 - 80,11,23,37,29,67,33,
2022,sch,mat,Regular,Brookline,71,Richard Maghakian Memorial School,21800,3,75 - 80,11,23,37,29,67,33,441
2022,sch,rea,Regular,Brookline,71,Richard Maghakian Memorial School,21800,0,70 - 75,23,11,31,35,66,34,
2022,sch,rea,Regular,Brookline,71,Richard Maghakian Memorial School,21800,3,70 - 75,23,11,31,35,66,34,593
2022,sch,mat,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,0,235 - 240,13,26,31,30,61,39,
2022,sch,mat,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,4,80 - 85,10,24,42,24,66,34,474
2022,sch,mat,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,5,75 - 80,22,34,23,21,44,56,492
2022,sch,mat,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,6,75 - 80,< 10 %,22,27,46,72,28,545
2022,sch,rea,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,0,235 - 240,12,15,44,29,73,27,
2022,sch,rea,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,4,80 - 85,14,14,29,42,71,29,621
2022,sch,rea,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,5,75 - 80,17,17,48,18,66,34,629
2022,sch,rea,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,6,75 - 80,< 10 %,13,56,27,82,18,668
2022,sch,sci,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,0,75 - 80,27,25,31,17,48,52,
2022,sch,sci,Regular,Brookline,71,Captain Samuel Douglass Academy,27765,5,75 - 80,27,25,31,17,48,52,553
2022,sch,mat,Regular,Campton,75,Campton Elementary School,22335,0,180 - 185,23,28,28,20,49,51,
2022,sch,mat,Regular,Campton,75,Campton Elementary School,22335,3,25 - 30,14,24,34,28,62,38,441
2022,sch,mat,Regular,Campton,75,Campton Elementary School,22335,4,30 - 35,23,40,20,17,37,63,454
2022,sch,mat,Regular,Campton,75,Campton Elementary School,22335,5,30 - 35,18,36,30,15,45,55,489
2022,sch,mat,Regular,Campton,75,Campton Elementary School,22335,6,30 - 35,18,26,41,15,56,44,518
2022,sch,mat,Regular,Campton,75,Campton Elementary School,22335,7,25 - 30,32,32,24,12,36,64,534
2022,sch,mat,Regular,Campton,75,Campton Elementary School,22335,8,30 - 35,34,13,19,34,53,47,586
2022,sch,rea,Regular,Campton,75,Campton Elementary School,22335,0,180 - 185,21,25,43,11,54,46,
2022,sch,rea,Regular,Campton,75,Campton Elementary School,22335,3,25 - 30,14,24,34,28,62,38,591
2022,sch,rea,Regular,Campton,75,Campton Elementary School,22335,4,30 - 35,43,13,37,< 10 %,43,57,588
2022,sch,rea,Regular,Campton,75,Campton Elementary School,22335,5,30 - 35,18,21,45,15,61,39,622
2022,sch,rea,Regular,Campton,75,Campton Elementary School,22335,6,30 - 35,15,29,50,< 10 %,56,44,643
2022,sch,rea,Regular,Campton,75,Campton Elementary School,22335,7,25 - 30,12,36,48,< 10 %,52,48,643
2022,sch,rea,Regular,Campton,75,Campton Elementary School,22335,8,30 - 35,25,25,41,< 10 %,50,50,659
2022,sch,sci,Regular,Campton,75,Campton Elementary School,22335,0,65 - 70,35,22,32,11,43,57,
2022,sch,sci,Regular,Campton,75,Campton Elementary School,22335,5,30 - 35,30,30,24,15,39,61,550
2022,sch,sci,Regular,Campton,75,Campton Elementary School,22335,8,30 - 35,41,13,41,< 10 %,47,53,849
2022,sch,mat,Regular,Candia,79,Henry W. Moore School,20535,0,160 - 165,20,26,28,26,54,46,
2022,sch,mat,Regular,Candia,79,Henry W. Moore School,20535,3,15 - 20,< 10 %,18,41,35,76,24,446
2022,sch,mat,Regular,Candia,79,Henry W. Moore School,20535,4,25 - 30,19,19,46,15,62,38,462
2022,sch,mat,Regular,Candia,79,Henry W. Moore School,20535,5,30 - 35,22,28,22,28,50,50,491
2022,sch,mat,Regular,Candia,79,Henry W. Moore School,20535,6,30 - 35,16,34,31,19,50,50,520
2022,sch,mat,Regular,Candia,79,Henry W. Moore School,20535,7,30 - 35,30,30,18,21,39,61,533
2022,sch,mat,Regular,Candia,79,Henry W. Moore School,20535,8,20 - 25,17,22,13,48,61,39,608
2022,sch,rea,Regular,Candia,79,Henry W. Moore School,20535,0,165 - 170,16,21,41,22,63,37,
2022,sch,rea,Regular,Candia,79,Henry W. Moore School,20535,3,15 - 20,29,12,35,24,59,41,586
2022,sch,rea,Regular,Candia,79,Henry W. Moore School,20535,4,25 - 30,35,27,19,19,38,62,594
2022,sch,rea,Regular,Candia,79,Henry W. Moore School,20535,5,30 - 35,13,19,39,29,68,32,637
2022,sch,rea,Regular,Candia,79,Henry W. Moore School,20535,6,30 - 35,< 10 %,22,47,25,72,28,663
2022,sch,rea,Regular,Candia,79,Henry W. Moore School,20535,7,30 - 35,18,24,47,12,59,41,649
2022,sch,rea,Regular,Candia,79,Henry W. Moore School,20535,8,25 - 30,< 10 %,16,52,28,80,20,687
2022,sch,sci,Regular,Candia,79,Henry W. Moore School,20535,0,55 - 60,29,15,31,25,56,44,
2022,sch,sci,Regular,Candia,79,Henry W. Moore School,20535,5,30 - 35,38,19,19,25,44,56,551
2022,sch,sci,Regular,Candia,79,Henry W. Moore School,20535,8,20 - 25,17,< 10 %,48,26,74,26,861
2022,sch,mat,Regular,Chester,93,Chester Academy,20500,0,275 - 280,32,29,24,15,39,61,
2022,sch,mat,Regular,Chester,93,Chester Academy,20500,3,45 - 50,13,21,34,32,66,34,438
2022,sch,mat,Regular,Chester,93,Chester Academy,20500,4,45 - 50,11,36,31,22,53,47,466
2022,sch,mat,Regular,Chester,93,Chester Academy,20500,5,40 - 45,15,43,30,13,43,58,489
2022,sch,mat,Regular,Chester,93,Chester Academy,20500,6,50 - 55,55,30,11,< 10 %,15,85,468
2022,sch,mat,Regular,Chester,93,Chester Academy,20500,7,45 - 50,38,29,20,13,33,67,518
2022,sch,mat,Regular,Chester,93,Chester Academy,20500,8,45 - 50,51,20,18,10,29,71,543
2022,sch,rea,Regular,Chester,93,Chester Academy,20500,0,275 - 280,23,25,37,15,52,48,
2022,sch,rea,Regular,Chester,93,Chester Academy,20500,3,45 - 50,19,21,30,30,60,40,590
2022,sch,rea,Regular,Chester,93,Chester Academy,20500,4,45 - 50,16,16,44,24,69,31,611
2022,sch,rea,Regular,Chester,93,Chester Academy,20500,5,35 - 40,21,21,46,13,59,41,625
2022,sch,rea,Regular,Chester,93,Chester Academy,20500,6,50 - 55,26,38,30,< 10 %,36,64,628
2022,sch,rea,Regular,Chester,93,Chester Academy,20500,7,40 - 45,36,25,32,< 10 %,39,61,625
2022,sch,rea,Regular,Chester,93,Chester Academy,20500,8,45 - 50,21,25,44,10,54,46,664
2022,sch,sci,Regular,Chester,93,Chester Academy,20500,0,85 - 90,34,25,27,14,41,59,
2022,sch,sci,Regular,Chester,93,Chester Academy,20500,5,40 - 45,18,30,35,18,53,48,552
2022,sch,sci,Regular,Chester,93,Chester Academy,20500,8,45 - 50,48,21,21,10,31,69,847
2022,sch,mat,Regular,Chesterfield,95,Chesterfield Central School,21140,0,170 - 175,21,38,26,14,40,60,
2022,sch,mat,Regular,Chesterfield,95,Chesterfield Central School,21140,3,20 - 25,25,40,30,< 10 %,35,65,420
2022,sch,mat,Regular,Chesterfield,95,Chesterfield Central School,21140,4,20 - 25,22,35,30,13,43,57,455
2022,sch,mat,Regular,Chesterfield,95,Chesterfield Central School,21140,5,35 - 40,21,49,18,13,31,69,485
2022,sch,mat,Regular,Chesterfield,95,Chesterfield Central School,21140,6,30 - 35,23,43,17,17,33,67,512
2022,sch,mat,Regular,Chesterfield,95,Chesterfield Central School,21140,7,35 - 40,24,27,32,16,49,51,544
2022,sch,mat,Regular,Chesterfield,95,Chesterfield Central School,21140,8,20 - 25,13,33,33,21,54,46,591
2022,sch,rea,Regular,Chesterfield,95,Chesterfield Central School,21140,0,170 - 175,24,25,34,17,51,49,
2022,sch,rea,Regular,Chesterfield,95,Chesterfield Central School,21140,3,20 - 25,25,35,25,15,40,60,577
2022,sch,rea,Regular,Chesterfield,95,Chesterfield Central School,21140,4,20 - 25,33,25,21,21,42,58,594
2022,sch,rea,Regular,Chesterfield,95,Chesterfield Central School,21140,5,35 - 40,31,18,36,15,51,49,622
2022,sch,rea,Regular,Chesterfield,95,Chesterfield Central School,21140,6,30 - 35,17,27,33,23,57,43,647
2022,sch,rea,Regular,Chesterfield,95,Chesterfield Central School,21140,7,35 - 40,22,19,46,14,59,41,648
2022,sch,rea,Regular,Chesterfield,95,Chesterfield Central School,21140,8,20 - 25,13,38,38,13,50,50,661
2022,sch,sci,Regular,Chesterfield,95,Chesterfield Central School,21140,0,60 - 65,46,16,29,10,38,62,
2022,sch,sci,Regular,Chesterfield,95,Chesterfield Central School,21140,5,35 - 40,46,21,23,10,33,67,547
2022,sch,sci,Regular,Chesterfield,95,Chesterfield Central School,21140,8,20 - 25,46,< 10 %,38,< 10 %,46,54,848
2022,sch,mat,Regular,Chichester,99,Chichester Central School,22590,0,115 - 120,24,24,29,24,53,47,
2022,sch,mat,Regular,Chichester,99,Chichester Central School,22590,3,20 - 25,17,35,17,30,48,52,435
2022,sch,mat,Regular,Chichester,99,Chichester Central School,22590,4,44849,36,36,29,< 10 %,29,71,441
2022,sch,mat,Regular,Chichester,99,Chichester Central School,22590,5,20 - 25,30,20,35,15,50,50,482
2022,sch,mat,Regular,Chichester,99,Chichester Central School,22590,6,25 - 30,11,30,44,15,59,41,519
2022,sch,mat,Regular,Chichester,99,Chichester Central School,22590,7,44849,38,< 10 %,38,15,54,46,517
2022,sch,mat,Regular,Chichester,99,Chichester Central School,22590,8,20 - 25,23,< 10 %,14,55,68,32,604
2022,sch,rea,Regular,Chichester,99,Chichester Central School,22590,0,115 - 120,25,21,34,19,53,47,
2022,sch,rea,Regular,Chichester,99,Chichester Central School,22590,3,20 - 25,13,22,26,39,65,35,602
2022,sch,rea,Regular,Chichester,99,Chichester Central School,22590,4,44849,31,23,15,31,46,54,602
2022,sch,rea,Regular,Chichester,99,Chichester Central School,22590,5,20 - 25,20,20,35,25,60,40,635
2022,sch,rea,Regular,Chichester,99,Chichester Central School,22590,6,25 - 30,30,33,33,< 10 %,37,63,626
2022,sch,rea,Regular,Chichester,99,Chichester Central School,22590,7,44849,46,< 10 %,46,< 10 %,46,54,617
2022,sch,rea,Regular,Chichester,99,Chichester Central School,22590,8,20 - 25,23,14,45,18,64,36,669
2022,sch,sci,Regular,Chichester,99,Chichester Central School,22590,0,40 - 45,24,12,50,14,64,36,
2022,sch,sci,Regular,Chichester,99,Chichester Central School,22590,5,20 - 25,25,10,55,10,65,35,553
2022,sch,sci,Regular,Chichester,99,Chichester Central School,22590,8,20 - 25,23,14,45,18,64,36,857
2022,sch,mat,Regular,Claremont,101,Claremont Middle School,20115,0,315 - 320,50,26,14,10,24,76,
2022,sch,mat,Regular,Claremont,101,Claremont Middle School,20115,6,100 - 105,42,31,19,< 10 %,26,74,486
2022,sch,mat,Regular,Claremont,101,Claremont Middle School,20115,7,105 - 110,52,24,16,< 10 %,23,77,495
2022,sch,mat,Regular,Claremont,101,Claremont Middle School,20115,8,105 - 110,55,24,< 10 %,14,22,78,533
2022,sch,rea,Regular,Claremont,101,Claremont Middle School,20115,0,320 - 325,44,27,25,< 10 %,30,70,
2022,sch,rea,Regular,Claremont,101,Claremont Middle School,20115,6,105 - 110,34,28,31,< 10 %,38,62,621
2022,sch,rea,Regular,Claremont,101,Claremont Middle School,20115,7,105 - 110,49,27,24,< 10 %,25,75,607
2022,sch,rea,Regular,Claremont,101,Claremont Middle School,20115,8,105 - 110,48,26,19,< 10 %,26,74,629
2022,sch,sci,Regular,Claremont,101,Claremont Middle School,20115,0,100 - 105,72,14,11,< 10 %,14,86,
2022,sch,sci,Regular,Claremont,101,Claremont Middle School,20115,8,100 - 105,72,14,11,< 10 %,14,86,837
2022,sch,mat,Regular,Claremont,101,Stevens High School,20140,0,95 - 100,42,33,23,< 10 %,26,74,
2022,sch,mat,Regular,Claremont,101,Stevens High School,20140,11,95 - 100,42,33,23,< 10 %,26,74,452
2022,sch,rea,Regular,Claremont,101,Stevens High School,20140,0,95 - 100,28,33,39,< 10 %,40,60,
2022,sch,rea,Regular,Claremont,101,Stevens High School,20140,11,95 - 100,28,33,39,< 10 %,40,60,462
2022,sch,sci,Regular,Claremont,101,Stevens High School,20140,0,95 - 100,51,20,29,< 10 %,29,71,
2022,sch,sci,Regular,Claremont,101,Stevens High School,20140,11,95 - 100,51,20,29,< 10 %,29,71,1146
2022,sch,mat,Regular,Claremont,101,Bluff School,20145,0,65 - 70,45,29,14,12,26,74,
2022,sch,mat,Regular,Claremont,101,Bluff School,20145,3,25 - 30,54,21,18,< 10 %,25,75,407
2022,sch,mat,Regular,Claremont,101,Bluff School,20145,4,20 - 25,41,23,18,18,36,64,433
2022,sch,mat,Regular,Claremont,101,Bluff School,20145,5,15 - 20,37,47,< 10 %,11,16,84,473
2022,sch,rea,Regular,Claremont,101,Bluff School,20145,0,65 - 70,43,19,26,12,38,62,
2022,sch,rea,Regular,Claremont,101,Bluff School,20145,3,25 - 30,59,15,15,11,26,74,553
2022,sch,rea,Regular,Claremont,101,Bluff School,20145,4,20 - 25,45,23,18,14,32,68,580
2022,sch,rea,Regular,Claremont,101,Bluff School,20145,5,15 - 20,16,21,53,11,63,37,624
2022,sch,sci,Regular,Claremont,101,Bluff School,20145,0,15 - 20,47,21,21,11,32,68,
2022,sch,sci,Regular,Claremont,101,Bluff School,20145,5,15 - 20,47,21,21,11,32,68,545
2022,sch,mat,Regular,Claremont,101,Maple Avenue School,20160,0,140 - 145,46,28,20,< 10 %,26,74,
2022,sch,mat,Regular,Claremont,101,Maple Avenue School,20160,3,45 - 50,67,22,11,< 10 %,11,89,403
2022,sch,mat,Regular,Claremont,101,Maple Avenue School,20160,4,45 - 50,40,29,27,< 10 %,31,69,439
2022,sch,mat,Regular,Claremont,101,Maple Avenue School,20160,5,45 - 50,34,32,21,13,34,66,472
2022,sch,rea,Regular,Claremont,101,Maple Avenue School,20160,0,135 - 140,46,21,22,11,33,67,
2022,sch,rea,Regular,Claremont,101,Maple Avenue School,20160,3,45 - 50,67,16,13,< 10 %,18,82,546
2022,sch,rea,Regular,Claremont,101,Maple Avenue School,20160,4,45 - 50,45,30,15,11,26,74,578
2022,sch,rea,Regular,Claremont,101,Maple Avenue School,20160,5,45 - 50,28,17,38,17,55,45,620
2022,sch,sci,Regular,Claremont,101,Maple Avenue School,20160,0,45 - 50,47,17,23,13,36,64,
2022,sch,sci,Regular,Claremont,101,Maple Avenue School,20160,5,45 - 50,47,17,23,13,36,64,547
2022,sch,mat,Regular,Claremont,101,Disnard Elementary School,20165,0,110 - 115,55,30,13,< 10 %,15,85,
2022,sch,mat,Regular,Claremont,101,Disnard Elementary School,20165,3,40 - 45,62,21,17,< 10 %,17,83,396
2022,sch,mat,Regular,Claremont,101,Disnard Elementary School,20165,4,35 - 40,42,42,16,< 10 %,16,84,423
2022,sch,mat,Regular,Claremont,101,Disnard Elementary School,20165,5,30 - 35,61,27,< 10 %,< 10 %,12,88,448
2022,sch,rea,Regular,Claremont,101,Disnard Elementary School,20165,0,110 - 115,62,13,17,< 10 %,25,75,
2022,sch,rea,Regular,Claremont,101,Disnard Elementary School,20165,3,40 - 45,64,14,14,< 10 %,21,79,545
2022,sch,rea,Regular,Claremont,101,Disnard Elementary School,20165,4,35 - 40,63,13,16,< 10 %,24,76,564
2022,sch,rea,Regular,Claremont,101,Disnard Elementary School,20165,5,30 - 35,58,12,21,< 10 %,30,70,602
2022,sch,sci,Regular,Claremont,101,Disnard Elementary School,20165,0,30 - 35,70,< 10 %,15,< 10 %,21,79,
2022,sch,sci,Regular,Claremont,101,Disnard Elementary School,20165,5,30 - 35,70,< 10 %,15,< 10 %,21,79,541
2022,sch,mat,Regular,Colebrook,105,Colebrook Academy and Elementary School (H),20185,0,20 - 25,39,26,30,< 10 %,35,65,
2022,sch,mat,Regular,Colebrook,105,Colebrook Academy and Elementary School (H),20185,11,20 - 25,39,26,30,< 10 %,35,65,466
2022,sch,rea,Regular,Colebrook,105,Colebrook Academy and Elementary School (H),20185,0,20 - 25,26,22,39,13,52,48,
2022,sch,rea,Regular,Colebrook,105,Colebrook Academy and Elementary School (H),20185,11,20 - 25,26,22,39,13,52,48,507
2022,sch,sci,Regular,Colebrook,105,Colebrook Academy and Elementary School (H),20185,0,20 - 25,32,18,45,< 10 %,50,50,
2022,sch,sci,Regular,Colebrook,105,Colebrook Academy and Elementary School (H),20185,11,20 - 25,32,18,45,< 10 %,50,50,1152
2022,sch,mat,Regular,Colebrook,105,Colebrook Academy and Elementary School (E),20195,0,125 - 130,43,40,11,< 10 %,17,83,
2022,sch,mat,Regular,Colebrook,105,Colebrook Academy and Elementary School (E),20195,3,20 - 25,52,38,< 10 %,10,10,90,411
2022,sch,mat,Regular,Colebrook,105,Colebrook Academy and Elementary School (E),20195,4,20 - 25,14,67,19,< 10 %,19,81,445
2022,sch,mat,Regular,Colebrook,105,Colebrook Academy and Elementary School (E),20195,5,20 - 25,64,23,< 10 %,< 10 %,14,86,439
2022,sch,mat,Regular,Colebrook,105,Colebrook Academy and Elementary School (E),20195,6,15 - 20,35,53,12,< 10 %,12,88,479
2022,sch,mat,Regular,Colebrook,105,Colebrook Academy and Elementary School (E),20195,7,15 - 20,82,18,< 10 %,< 10 %,< 10 %,> 90 %,468
2022,sch,mat,Regular,Colebrook,105,Colebrook Academy and Elementary School (E),20195,8,30 - 35,23,42,23,13,35,65,574
2022,sch,rea,Regular,Colebrook,105,Colebrook Academy and Elementary School (E),20195,0,125 - 130,37,23,27,14,41,59,
2022,sch,rea,Regular,Colebrook,105,Colebrook Academy and Elementary School (E),20195,3,20 - 25,50,20,< 10 %,25,30,70,566
2022,sch,rea,Regular,Colebrook,105,Colebrook Academy and Elementary School (E),20195,4,20 - 25,38,24,19,19,38,62,594
2022,sch,rea,Regular,Colebrook,105,Colebrook Academy and Elementary School (E),20195,5,20 - 25,45,< 10 %,41,< 10 %,45,55,594
2022,sch,rea,Regular,Colebrook,105,Colebrook Academy and Elementary School (E),20195,6,15 - 20,24,35,35,< 10 %,41,59,628
2022,sch,rea,Regular,Colebrook,105,Colebrook Academy and Elementary School (E),20195,7,15 - 20,47,29,24,< 10 %,24,76,612
2022,sch,rea,Regular,Colebrook,105,Colebrook Academy and Elementary School (E),20195,8,30 - 35,23,23,32,23,55,45,664
